,date,id,tweet,userid
115,2017-04-03 03:48:40,848744032524283904,.@ConEdison ConEd is responding to a power outage in QN; ZIP 11414. Report service loss: 1-800-75-CONED. http://on.nyc.gov/22lyehC .,b'NotifyNYC'
116,2017-03-28 15:39:35,846748609932673025,NotifyNYC: .ConEdison ConEd is responding to a power outage in SI; ZIP 10314.  Report service loss: 1-800-75-CONED. http://on.nyc.gov/22lyehC .,b'EastCoast911IA'
117,2017-03-28 15:36:18,846747786070536192,.@ConEdison ConEd is responding to a power outage in SI; ZIP 10314.  Report service loss: 1-800-75-CONED. http://on.nyc.gov/22lyehC .,b'NotifyNYC'
118,2017-03-26 23:07:21,846136521283551232,NotifyNYC: .ConEdison is responding to a power outage in SI ZIP code 10305.  Report service loss: 1-800-75-CONED. http://on.nyc.gov/22lyehC .,b'EastCoast911IA'
119,2017-03-26 22:57:38,846134073798086658,.@ConEdison is responding to a power outage in SI ZIP code 10305.  Report service loss: 1-800-75-CONED. http://on.nyc.gov/22lyehC .,b'NotifyNYC'
120,2017-05-01 18:31:21,859113024573112324,NotifyNYC: .ConEdison is responding to a power outage in BX ZIP 10466.  Report service loss: 1-800-75-CONED. http://on.nyc.gov/22lyehC .,b'EastCoast911IA'
121,2017-05-01 18:28:28,859112299184914433,.@ConEdison is responding to a power outage in BX ZIP 10466.  Report service loss: 1-800-75-CONED. http://on.nyc.gov/22lyehC .,b'NotifyNYC'
122,2017-04-26 10:29:17,857179770538397698,"NotifyNYC: .ConEdison is responding to a power outage in Wakefield, BX ZIPs 10467,10466.  Report service loss: 1-8… http://on.nyc.gov/22lyehC ",b'EastCoast911IA'
123,2017-04-26 10:25:22,857178784885329920,".@ConEdison is responding to a power outage in Wakefield, BX ZIPs 10467,10466.  Report service loss: 1-800-75-CONED. http://on.nyc.gov/22lyehC ",b'NotifyNYC'
124,2017-04-24 15:45:51,856534659622109188,.@ConEdison says cable failure caused Friday's masive #subway power outage. http://spcne.ws/ioVnLTD pic.twitter.com/iXTL0QtLNL,b'NY1'
